Unique_ID,Email,Date,Time_taken,Time_spent,CURRENT_ROLE,Switched_career?,current_annual_salary,current_Industry,Fav_prog_lang,salary_happy_rating,worklifebal_rating,cowerk_rating,mngmt_rating,growth_rating,learning_rating,difficulty,job_priority,gender,age,home_country,Education,Ethnicity,max_salary,min_salary,avg_salary
62a34abc0f8c8599d5af31c5,anonymous,2022-06-10,09:44:00,00:02:00,"Data Analyst",Yes,66000-85000,Distribution,SQL,5,8,8,7,6,7,"Very Easy","Remote Work",Female,39,"United States",Bachelors,"Asian or Asian American",85000,66000,75500
62a34b07cec54911e9ca6b6e,anonymous,2022-06-10,09:45:00,00:01:19,Student/Looking/None,No,0-40000,"Other (Please Specify)",Python,0,0,0,0,0,5,"Neither easy nor difficult","Better Salary",Male,25,turkey,Masters,"White or Caucasian",40000,0,20000
62a34b0eb4da29969c6302ce,anonymous,2022-06-10,09:45:00,00:02:36,"Does a social media analyst count?",Yes,86000-105000,Finance,"I don't use programming in my role",7,9,10,6,4,4,"Neither easy nor difficult","Other (Please Specify):Opportunity for advancement",Female,42,"United States",Bachelors,"Hispanic or Latino",105000,86000,95500
62a34b1b0f8c8599d5af328b,anonymous,2022-06-10,09:46:00,00:00:48,"Data Analyst",No,41000-65000,Tech,R,10,8,9,10,10,10,Easy,"Better Salary",Male,25,"United States",Bachelors,"White or Caucasian",65000,41000,53000
62a34b5b5d257a28a30d96a6,anonymous,2022-06-10,09:47:00,00:01:20,"Data Scientist",No,86000-105000,Finance,Python,8,7,6,6,5,9,"Neither easy nor difficult","Better Salary",Male,22,"United States",Masters,"White or Caucasian",105000,86000,95500
62a34b99cec54911e9ca6e14,anonymous,2022-06-10,09:48:00,00:02:36,"Data Engineer",Yes,41000-65000,Ecom,JavaScript,6,6,6,6,6,6,Difficult,"Good Culture",Male,25,Egypt,Bachelors,Middleast,65000,41000,53000
62a34bb0f3072dd892624210,anonymous,2022-06-10,09:48:00,00:01:05,"Data Engineer",Yes,66000-85000,Consulti,Python,5,7,7,6,6,7,"Neither easy nor difficult","Better Salary",Male,45,Canada,Bachelors,"White or Caucasian",85000,66000,75500
62a34bd0cf2555431730208b,anonymous,2022-06-10,09:49:00,00:01:29,"Data Analyst",Yes,66000-85000,Healthcare,SQL,7,3,8,6,8,8,Easy,"Good Work/Life Balance",Male,24,"United States","High School","White or Caucasian",85000,66000,75500
62a34bd4f408bae018ed57bd,anonymous,2022-06-10,09:49:00,00:03:57,Student/Looking/None,No,0-40000,"State Government",R,1,9,6,0,0,0,Difficult,"Better Salary",Male,25,"United States","High School",Black,40000,0,20000
62a34c66b4da29969c6305af,anonymous,2022-06-10,09:51:00,00:01:36,"Data Analyst",Yes,66000-85000,Marketing,Python,9,8,9,9,8,8,Difficult,"Good Work/Life Balance",Male,26,"United States",Masters,"White or Caucasian",85000,66000,75500
62a34d1ff8f756164585465c,anonymous,2022-06-10,09:54:00,00:01:41,"Data Analyst",No,41000-65000,Tech,R,4,7,8,8,5,7,Easy,"Better Salary",Male,23,Canada,Bachelors,"Asian or Asian American",65000,41000,53000
62a34d4118134ddc75ceb0ed,anonymous,2022-06-10,09:55:00,00:01:37,Student/Looking/None,Yes,0-40000,Culture,Python,1,1,1,0,0,3,Difficult,"Remote Work",Female,42,"United Kingdom",,"White or Caucasian",40000,0,20000
62a34da0f408bae018ed5abd,anonymous,2022-06-10,09:56:00,00:01:30,Educator,Yes,41000-65000,Education,unknown,0,0,2,0,0,0,"Very Difficult","Good Work/Life Balance",Female,42,"United States",Bachelors,Black,65000,41000,53000
62a34dbb5d257a28a30d9a61,anonymous,2022-06-10,09:57:00,00:01:26,"Business Analyst",No,0-40000,Tech,Python,0,6,5,5,3,1,"Neither easy nor difficult","Better Salary",Male,25,India,Bachelors,"Asian or Asian American",40000,0,20000
62a34e00f8f7561645854954,anonymous,2022-06-10,09:58:00,00:02:24,"Data Analyst",Yes,86000-105000,Tech,R,8,10,10,10,2,7,Easy,"Remote Work",Male,38,"United States",Masters,"White or Caucasian",105000,86000,95500
62a34e082e54c9003e534118,anonymous,2022-06-10,09:58:00,00:02:51,"Business Intelligence",No,0-40000,Tech,Python,5,6,6,6,6,4,Easy,"Better Salary",Male,24,"Costa Rica",Bachelors,"Hispanic or Latino",40000,0,20000
62a34eb7bc6861bf3176e6d8,anonymous,2022-06-10,10:01:00,00:01:37,"Data Analyst",Yes,66000-85000,Education,R,7,10,10,10,8,10,"Neither easy nor difficult","Good Work/Life Balance",Male,28,"United States",Masters,"White or Caucasian",85000,66000,75500
62a34f2af8f7561645854c1c,anonymous,2022-06-10,10:03:00,00:01:06,"Data Analyst",No,41000-65000,Healthcare,Python,1,2,8,7,0,0,Difficult,"Better Salary",Male,21,"United States",Masters,"Asian or Asian American",65000,41000,53000
62a34f3bf408bae018ed5e42,anonymous,2022-06-10,10:03:00,00:01:13,"Data Analyst",Yes,106000-125000,Healthcare,R,10,10,10,10,10,10,"Very Easy","Good Culture",Male,39,"United States",Bachelors,"White or Caucasian",125000,106000,115500
62a34fa418134ddc75ceb509,anonymous,2022-06-10,10:05:00,00:03:29,"Data Analyst",Yes,0-40000,Tech,Python,4,5,5,5,6,8,Difficult,"Good Work/Life Balance",Male,23,Pakistan,Bachelors,"Asian or Asian American",40000,0,20000
62a34fbacec54911e9ca776f,anonymous,2022-06-10,10:05:00,00:01:17,"Data Analyst",No,0-40000,Government,R,1,6,4,3,5,6,"Neither easy nor difficult","Good Work/Life Balance",Female,23,Australia,Bachelors,"White or Caucasian",40000,0,20000
62a34fc3f3072dd892624a45,anonymous,2022-06-10,10:05:00,00:02:03,"Data Analyst",Yes,66000-85000,Distribution,R,8,9,8,7,7,8,"Neither easy nor difficult","Good Work/Life Balance",Male,30,"United States",Masters,"White or Caucasian",85000,66000,75500
62a34ff1f408bae018ed601d,anonymous,2022-06-10,10:06:00,00:01:16,"Data Analyst",No,41000-65000,Manufacturing,Python,2,6,2,3,2,2,Easy,"Better Salary",Male,26,Ireland,Bachelors,"White or Caucasian",65000,41000,53000
62a34ff4f3072dd892624b32,anonymous,2022-06-10,10:06:00,00:02:18,"Data Analyst",Yes,41000-65000,Healthcare,R,3,6,4,6,4,6,"Neither easy nor difficult","Better Salary",Male,37,"United States",Bachelors,"White or Caucasian",65000,41000,53000
62a3505bd8c00e9f5419f8df,anonymous,2022-06-10,10:08:00,00:01:22,"Data Analyst",Yes,66000-85000,Healthcare,Python,3,5,4,5,4,4,"Neither easy nor difficult","Better Salary",Female,31,"United States",Masters,"White or Caucasian",85000,66000,75500
62a350f7f3072dd892624d05,anonymous,2022-06-10,10:11:00,00:02:03,"Data Analyst",Yes,0-40000,Finance,C/C++,5,2,4,3,3,3,Difficult,"Good Work/Life Balance",Female,25,"South Africa",Masters,Black,40000,0,20000
62a35130f3072dd892624d9f,anonymous,2022-06-10,10:12:00,00:02:04,"Data Analyst",Yes,0-40000,Healthcare,Python,2,6,6,5,4,5,Easy,"Better Salary",Female,26,Poland,Bachelors,"White or Caucasian",40000,0,20000
62a351860a77c1a77f65e86b,anonymous,2022-06-10,10:13:00,00:01:28,"Data Analyst",Yes,66000-85000,Healthcare,SQL,7,8,8,8,8,7,"Very Easy","Better Salary",Male,30,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a3519b24a262602738514a,anonymous,2022-06-10,10:13:00,00:01:39,"Data Analyst",Yes,66000-85000,Tech,Python,9,10,10,10,7,9,"Neither easy nor difficult","Better Salary",Female,39,"United States",Bachelors,Black,85000,66000,75500
62a35236b4da29969c631214,anonymous,2022-06-10,10:16:00,00:00:53,"Research Associate",No,0-40000,Education,Python,1,1,1,0,0,2,Easy,"Good Work/Life Balance",Female,28,India,Bachelors,"Asian or Asian American",40000,0,20000
62a352a32e54c9003e534981,anonymous,2022-06-10,10:18:00,00:01:46,"Data Analyst",Yes,66000-85000,Finance,SQL,8,8,7,7,10,10,"Very Easy","Good Work/Life Balance",Male,22,"United States",Bachelors,"Mixed ( Caucasian / African-American )",85000,66000,75500
62a352f00a77c1a77f65eae7,anonymous,2022-06-10,10:19:00,00:02:45,"Data Analyst",Yes,0-40000,Telecommunication,Python,3,2,4,2,2,2,"Neither easy nor difficult","Good Culture",Male,28,Mozambique,Bachelors,Black,40000,0,20000
62a353372e54c9003e534a40,anonymous,2022-06-10,10:20:00,00:01:44,"Analytics Manager",No,150000-225000,Tech,R,8,10,9,7,5,5,"Neither easy nor difficult","Remote Work",Male,33,"United States",Masters,"White or Caucasian",225000,150000,187500
62a353565d257a28a30da59f,anonymous,2022-06-10,10:21:00,00:05:11,"Data Analyst",Yes,0-40000,Finance,SQL,2,3,3,3,2,4,"Neither easy nor difficult","Good Work/Life Balance",Female,22,Egypt,Bachelors,"Half Asian half African",40000,0,20000
62a353f07dc029e2d66c1783,anonymous,2022-06-10,10:23:00,00:01:48,Student/Looking/None,No,0-40000,Tech,Python,3,5,5,4,4,5,"Neither easy nor difficult","Better Salary",Male,27,India,Bachelors,Brown,40000,0,20000
62a3545e0f8c8599d5af474b,anonymous,2022-06-10,10:25:00,00:03:42,"Data Analyst",Yes,106000-125000,Cons,DAX,8,8,8,8,10,10,Easy,"Good Work/Life Balance",Male,37,"United States",Masters,"Prefer not to ans",125000,106000,115500
62a35472cec54911e9ca82bc,anonymous,2022-06-10,10:25:00,00:22:47,"Business Analyst",No,41000-65000,Wholesale,R,3,4,5,5,4,3,Difficult,"Better Salary",Male,24,"United States",Bachelors,"White or Caucasian",65000,41000,53000
62a354bdb4da29969c631700,anonymous,2022-06-10,10:27:00,00:01:20,"Data Analyst",No,41000-65000,Healthcare,R,1,4,3,2,0,6,Difficult,"Better Salary",Male,25,"United Kingdom",Bachelors,"Asian or Asian American",65000,41000,53000
62a354e9cf255543173031ed,anonymous,2022-06-10,10:27:00,00:01:24,"Data Engineer",No,86000-105000,Healthcare,R,8,10,8,8,9,10,"Neither easy nor difficult","Good Culture",Male,28,"United States",Bachelors,Black,105000,86000,95500
62a35541f3072dd892625517,anonymous,2022-06-10,10:29:00,00:02:07,"Data Analyst",Yes,41000-65000,Energy,Python,5,5,7,7,7,7,Easy,"Better Salary",Male,32,"United Kingdom",Masters,"White or Caucasian",65000,41000,53000
62a355445d257a28a30dab12,anonymous,2022-06-10,10:29:00,00:01:34,"Data Analyst",Yes,41000-65000,"Government programs",Python,0,7,7,7,0,7,Easy,"Good Culture",Male,29,"United States",Masters,"Asian or Asian American",65000,41000,53000
62a35631cf25554317303425,anonymous,2022-06-10,10:33:00,00:02:50,"Data Analyst",No,41000-65000,Healthcare,R,7,5,8,6,5,10,Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country",Female,26,Australia,Masters,"White or Caucasian",65000,41000,53000
62a357390a77c1a77f65f189,anonymous,2022-06-10,10:37:00,00:03:01,"Data Engineer",Yes,41000-65000,Tech,Python,0,7,5,0,0,7,"Neither easy nor difficult","Remote Work",Male,37,Canada,Bachelors,"White or Caucasian",65000,41000,53000
62a3578b0a77c1a77f65f279,anonymous,2022-06-10,10:39:00,00:01:44,"Data Analyst",No,41000-65000,"Supply Chain",R,4,6,5,4,5,6,"Neither easy nor difficult","Better Salary",Male,25,"United States",Bachelors,"White or Caucasian",65000,41000,53000
62a357d30f8c8599d5af4ea3,anonymous,2022-06-10,10:40:00,00:01:36,"Data Analyst",No,0-40000,Finance,SQL,4,4,5,6,6,0,Difficult,"Better Salary",Male,24,Israel,Masters,"White or Caucasian",40000,0,20000
62a3582e575fa3a5ae88e506,anonymous,2022-06-10,10:41:00,00:02:45,"Manager of a team of Data Analysts",No,125000-150000,Finance,SQL,7,8,8,8,7,8,Easy,"Better Salary",Male,52,"United States",Masters,"White or Caucasian",150000,125000,137500
62a35878575fa3a5ae88e5d5,anonymous,2022-06-10,10:43:00,00:04:22,"Data Analyst",Yes,41000-65000,Finance,Python,6,10,3,5,0,10,Difficult,"Good Culture",Male,27,Singapore,Bachelors,"Asian or Asian American",65000,41000,53000
62a35981bae91e4b8b8323dd,anonymous,2022-06-10,10:47:00,00:01:07,"Data Analyst",No,106000-125000,Healthcare,Other,6,6,3,3,3,3,"Neither easy nor difficult","Better Salary",Female,29,"United States","High School","White or Caucasian",125000,106000,115500
62a35a2c7dc029e2d66c2519,anonymous,2022-06-10,10:50:00,00:01:39,Student/Looking/None,No,0-40000,Tech,Python,3,7,6,7,0,0,Difficult,"Better Salary",Male,42,Brazil,Bachelors,"White or Caucasian",40000,0,20000
62a35aa2f8d5efcc22f8075d,anonymous,2022-06-10,10:52:00,00:01:24,"Data Analyst",Yes,41000-65000,Telecommunication,R,3,5,6,4,3,7,Difficult,"Other (Please Specify):All of the options are important to me when looking for a new job",Male,28,"United States",Bachelors,"White or Caucasian",65000,41000,53000
62a35ababae91e4b8b83269d,anonymous,2022-06-10,10:52:00,00:02:39,"Data Analyst",Yes,0-40000,Tech,Python,8,8,8,8,8,9,"Neither easy nor difficult","Good Work/Life Balance",Male,44,"Costa Rica",Masters,"Hispanic or Latino",40000,0,20000
62a35ae0575fa3a5ae88ea98,anonymous,2022-06-10,10:53:00,00:01:30,"Data Engineer",Yes,0-40000,Tech,Python,5,5,6,5,6,7,"Neither easy nor difficult","Remote Work",Male,23,Spain,Associates,"White or Caucasian",40000,0,20000
62a35ae87dc029e2d66c279b,anonymous,2022-06-10,10:53:00,00:01:14,"Data Analyst",No,41000-65000,Entertainment,R,1,2,6,4,2,0,Easy,"Better Salary",Male,27,"United States",Masters,"Hispanic or Latino",65000,41000,53000
62a35b13bc6861bf31770188,anonymous,2022-06-10,10:54:00,00:01:05,"Data Analyst",No,66000-85000,Construction,Python,3,3,3,2,2,1,"Neither easy nor difficult","Good Culture",Male,26,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a35b72f408bae018ed76a8,anonymous,2022-06-10,10:55:00,00:01:14,"Data Analyst",Yes,86000-105000,Healthcare,Vba,3,4,4,4,1,3,"Neither easy nor difficult","Better Salary",Male,27,"United States",Bachelors,"Hispanic or Latino",105000,86000,95500
62a35b965d257a28a30db899,anonymous,2022-06-10,10:56:00,00:01:45,"Data Analyst",Yes,66000-85000,Retail,Python,0,0,7,1,0,9,Difficult,"Better Salary",Male,33,Canada,Bachelors,"Asian or Asian American",85000,66000,75500
62a35ba3f3072dd892626068,anonymous,2022-06-10,10:56:00,00:01:44,"Data Analyst",Yes,66000-85000,Aerospace,Python,8,10,10,10,10,10,Easy,"Better Salary",Male,28,"United States",Masters,"Hispanic or Latino",85000,66000,75500
62a35c890a77c1a77f65fdfa,anonymous,2022-06-10,11:00:00,00:01:29,"Data Analyst",Yes,0-40000,Tech,R,2,8,8,7,6,9,"Neither easy nor difficult","Better Salary",Male,32,Kenya,Masters,Black,40000,0,20000
62a35d8f575fa3a5ae88efd6,anonymous,2022-06-10,11:04:00,00:02:38,Student/Looking/None,Yes,41000-65000,"Foodservice Franchising",Python,2,4,6,1,1,1,"Very Difficult","Better Salary",Male,34,Canada,Bachelors,"Asian or Asian American",65000,41000,53000
62a35d95cf25554317304386,anonymous,2022-06-10,11:04:00,00:01:04,"Data Analyst",No,150000-225000,Tech,Python,10,10,10,8,10,10,Easy,"Good Work/Life Balance",Male,28,"United States",Bachelors,"Asian or Asian American",225000,150000,187500
62a35e970a77c1a77f66035a,anonymous,2022-06-10,11:09:00,00:01:51,"Data Scientist",Yes,125000-150000,Telecommunication,Python,2,4,1,3,1,7,"Neither easy nor difficult","Better Salary",Male,27,India,Bachelors,Indian,150000,125000,137500
62a35eabf408bae018ed7cbc,anonymous,2022-06-10,11:09:00,00:01:35,"Data Engineer",Yes,41000-65000,Finance,Python,2,4,5,5,4,6,Difficult,"Better Salary",Male,22,"United States",Associates,"White or Caucasian",65000,41000,53000
62a35f0d24a2626027386a8b,anonymous,2022-06-10,11:11:00,00:01:03,"Data Analyst",No,66000-85000,Healthcare,Python,3,3,4,1,2,2,"Neither easy nor difficult","Better Salary",Male,29,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a35f825d257a28a30dc128,anonymous,2022-06-10,11:13:00,00:02:17,"Data Analyst",No,66000-85000,Healthcare,Python,8,10,10,8,5,7,"Neither easy nor difficult","Good Work/Life Balance",Female,31,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a35fa0f8f7561645856c35,anonymous,2022-06-10,11:13:00,00:01:39,"Data Analyst",No,66000-85000,Tech,Python,4,5,5,5,4,4,Easy,"Remote Work",Male,28,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a35fc1f8f7561645856c98,anonymous,2022-06-10,11:14:00,00:00:53,Student/Looking/None,No,0-40000,Healthcare,Python,0,0,0,0,0,0,"Neither easy nor difficult","Good Work/Life Balance",Male,24,"United States",Masters,"Asian or Asian American",40000,0,20000
62a3602318134ddc75ced6b9,anonymous,2022-06-10,11:15:00,00:01:19,"Data Analyst",No,86000-105000,Government,Stata,4,5,3,4,2,3,Easy,"Good Culture",Male,34,"United States",Masters,"White or Caucasian",105000,86000,95500
62a360b8f8f7561645856ec4,anonymous,2022-06-10,11:18:00,00:01:16,"Data Engineer",No,86000-105000,Tech,Python,5,3,5,5,4,5,Difficult,"Better Salary",Male,23,"United States",Bachelors,"White or Caucasian",105000,86000,95500
62a360dbd8c00e9f541a16cf,anonymous,2022-06-10,11:18:00,00:02:08,Student/Looking/None,No,41000-65000,Construction,Excel,10,4,10,10,4,10,"Neither easy nor difficult","Remote Work",Male,32,Belgium,Masters,"White or Caucasian",65000,41000,53000
62a36146f8f7561645856ff7,anonymous,2022-06-10,11:20:00,00:01:31,"Data Analyst",Yes,0-40000,Healthcare,R,6,8,6,6,8,10,Easy,"Remote Work",Male,29,Argentina,Masters,"Hispanic or Latino",40000,0,20000
62a361af0f8c8599d5af6277,anonymous,2022-06-10,11:22:00,00:01:39,"Data Analyst",Yes,0-40000,Education,Python,0,0,0,0,0,0,"Very Difficult","Better Salary",Male,34,Nigeria,Bachelors,Black,40000,0,20000
62a361cc575fa3a5ae88f908,anonymous,2022-06-10,11:22:00,00:00:55,"Data Analyst",No,66000-85000,Finance,Python,7,5,5,7,9,10,"Very Easy","Remote Work",Male,24,"United Kingdom",Masters,"White or Caucasian",85000,66000,75500
62a3620f0f8c8599d5af63a5,anonymous,2022-06-10,11:23:00,00:02:19,Analyst,No,66000-85000,Tech,Python,0,10,6,0,0,0,Difficult,"Better Salary",Male,30,"United States","High School",Indian,85000,66000,75500
62a36251d8c00e9f541a199e,anonymous,2022-06-10,11:25:00,00:01:59,"Analytics Engineer",No,86000-105000,Entertainment,Python,5,5,6,4,5,5,Difficult,"Better Salary",Male,24,"United States",Bachelors,"Hispanic or Latino",105000,86000,95500
62a36275bc6861bf31771183,anonymous,2022-06-10,11:25:00,00:01:52,"Data Analyst",Yes,41000-65000,Insurance,Python,6,8,10,9,7,9,Easy,"Better Salary",Male,27,"United States",Bachelors,N/A,65000,41000,53000
62a3636c2e54c9003e536e6b,anonymous,2022-06-10,11:29:00,00:03:30,"Data Analyst",No,0-40000,Finance,Python,1,2,4,4,4,5,"Neither easy nor difficult","Better Salary",Male,21,India,Bachelors,"Asian or Asian American",40000,0,20000
62a365d5d8c00e9f541a20cf,anonymous,2022-06-10,11:40:00,00:02:38,"Data Analyst",Yes,0-40000,Telecommunication,R,5,7,5,5,5,7,Difficult,"Better Salary",Male,41,Egypt,Masters,"White or Caucasian",40000,0,20000
62a3670b575fa3a5ae890422,anonymous,2022-06-10,11:45:00,00:02:07,"Data Analyst",Yes,0-40000,Tech,Python,0,1,1,0,0,2,Difficult,"Better Salary",Male,25,India,Bachelors,"Asian or Asian American",40000,0,20000
62a3676bb4da29969c633ac7,anonymous,2022-06-10,11:46:00,00:03:59,"Data Analyst",No,0-40000,Finance,"I currently do not work with programming languages yet",4,7,8,8,8,9,"Neither easy nor difficult","Other (Please Specify):an environment that encourages growth like where I work currently and better salary",Male,24,Nigeria,Bachelors,Black,40000,0,20000
62a36794b4da29969c633b48,anonymous,2022-06-10,11:47:00,00:02:01,"Data Analyst",No,0-40000,Finance,Python,6,5,6,5,6,6,"Neither easy nor difficult","Better Salary",Male,30,Somalia,Masters,African,40000,0,20000
62a367ed18134ddc75cee697,anonymous,2022-06-10,11:49:00,00:02:40,"Data Analyst",No,66000-85000,"Energy (oil and gas)",Altery,7,4,10,9,7,10,Difficult,"Better Salary",Male,23,"United States",Bachelors,"Hispanic or Latino",85000,66000,75500
62a36802f8f7561645857e38,anonymous,2022-06-10,11:49:00,00:01:34,"Data Analyst",Yes,66000-85000,Tech,Python,6,6,6,6,6,6,Difficult,"Remote Work",Female,33,"United Kingdom",Bachelors,"Asian or Asian American",85000,66000,75500
62a3684ebc6861bf31771f15,anonymous,2022-06-10,11:50:00,00:00:48,"Data Analyst",No,106000-125000,Finance,Python,4,4,4,4,4,4,"Neither easy nor difficult","Better Salary",Male,25,"United States",Bachelors,"White or Caucasian",125000,106000,115500
62a3688df8f7561645857f7e,anonymous,2022-06-10,11:51:00,00:00:57,"Data Analyst",No,0-40000,"Market research",Python,5,5,5,5,5,5,"Neither easy nor difficult","Remote Work",Female,27,Kosovo,Masters,"White or Caucasian",40000,0,20000
62a368ee2e54c9003e537e4a,anonymous,2022-06-10,11:53:00,00:01:45,"Data Analyst",Yes,0-40000,Finance,C/C++,5,10,10,8,10,10,"Very Easy","Good Work/Life Balance",Male,30,"United Kingdom",Bachelors,"White or Caucasian",40000,0,20000
62a36969f8f756164585821d,anonymous,2022-06-10,11:55:00,00:03:43,"Analyst Primary Market Intelligence",Yes,0-40000,Healthcare,Python,10,2,8,5,0,6,Easy,"Better Salary",Male,25,India,Bachelors,Indian,40000,0,20000
62a3697ff408bae018ed948b,anonymous,2022-06-10,11:55:00,00:01:28,"Data Analyst",No,86000-105000,Telecommunication,None,7,7,5,7,7,7,Easy,"Remote Work",Male,40,"United States",Masters,"Hispanic or Latino",105000,86000,95500
62a36ac6cf255543173063d8,anonymous,2022-06-10,12:01:00,00:02:59,"Data Analyst",No,41000-65000,Government,Other,6,10,8,8,4,4,"Neither easy nor difficult","Better Salary",Female,29,Canada,Bachelors,"Other (Please Specify)",65000,41000,53000
62a36b6c24a26260273882a2,anonymous,2022-06-10,12:03:00,00:01:40,"Data Analyst",Yes,0-40000,Education,Python,1,2,2,3,3,4,"Neither easy nor difficult","Better Salary",Male,28,Nigeria,Masters,Black,40000,0,20000
62a36b862e54c9003e5383c6,anonymous,2022-06-10,12:04:00,00:02:21,"software engineer",No,86000-105000,hospitality,c#,5,2,0,2,0,0,"Neither easy nor difficult","Good Work/Life Balance",Male,34,"United Kingdom",Bachelors,"White or Caucasian",105000,86000,95500
62a36d12f8d5efcc22f82cd8,anonymous,2022-06-10,12:10:00,00:02:58,Student/Looking/None,No,0-40000,Tech,Python,0,4,7,6,7,8,Easy,"Other (Please Specify):Learning possibilities",Male,24,Belgium,Bachelors,"White or Caucasian",40000,0,20000
62a36d3124a262602738862c,anonymous,2022-06-10,12:11:00,00:02:23,"Data Analyst",Yes,0-40000,Telecommunication,Python,5,8,8,9,7,9,"Very Easy","Better Salary",Male,26,Iraq,Masters,Kurdish,40000,0,20000
62a36e470a77c1a77f662470,anonymous,2022-06-10,12:16:00,00:01:21,"Data Analyst",No,125000-150000,Tech,Python,10,5,10,10,6,10,Difficult,"Good Work/Life Balance",Male,28,"United States","High School","Hispanic or Latino",150000,125000,137500
62a36e7024a262602738890a,anonymous,2022-06-10,12:16:00,00:00:59,Student/Looking/None,No,0-40000,Education,R,5,4,4,4,5,5,Difficult,"Good Work/Life Balance",Male,25,Germany,Bachelors,"White or Caucasian",40000,0,20000
62a36fe67dc029e2d66c5303,anonymous,2022-06-10,12:23:00,00:02:52,"Data Analyst",Yes,0-40000,Tech,Python,1,4,9,7,8,10,Easy,"Better Salary",Male,33,Colombia,Masters,"Hispanic or Latino",40000,0,20000
62a3701f575fa3a5ae89164e,anonymous,2022-06-10,12:23:00,00:01:01,"Data Analyst",Yes,66000-85000,Finance,Python,4,4,6,3,4,0,"Neither easy nor difficult","Remote Work",Male,30,Ireland,Masters,"White or Caucasian",85000,66000,75500
62a370635d257a28a30de5eb,anonymous,2022-06-10,12:25:00,00:02:51,"Data Analyst",Yes,0-40000,Finance,Python,1,1,1,1,1,1,"Very Difficult","Better Salary",Male,35,India,Bachelors,Indian,40000,0,20000
62a37128d8c00e9f541a39dd,anonymous,2022-06-10,12:28:00,00:01:57,"Data Analyst",No,0-40000,Automotive,None,5,2,5,5,3,4,Difficult,"Better Salary",Male,25,Romania,Masters,"White or Caucasian",40000,0,20000
62a3715124a2626027388f02,anonymous,2022-06-10,12:29:00,00:01:21,"Data Analyst",No,0-40000,"Real Estate",Python,4,7,9,5,2,8,Easy,"Better Salary",Male,23,Spain,Bachelors,"White or Caucasian",40000,0,20000
62a37222cf2555431730732d,anonymous,2022-06-10,12:32:00,00:02:10,"Data Engineer",No,0-40000,Healthcare,Python,6,6,6,5,4,7,"Neither easy nor difficult","Good Work/Life Balance",Male,24,Mexico,Bachelors,"Hispanic or Latino",40000,0,20000
62a373efbc6861bf3177360b,anonymous,2022-06-10,12:40:00,00:02:40,"Data Analyst",Yes,150000-225000,Education,SQL,8,9,9,7,6,6,"Neither easy nor difficult","Better Salary",Male,27,"United States",Masters,Black,225000,150000,187500
62a3759e5d257a28a30def3a,anonymous,2022-06-10,12:47:00,00:01:24,"Data Analyst",Yes,66000-85000,"Chemical Manufacturing",Python,4,10,10,8,5,6,"Neither easy nor difficult","Remote Work",Male,32,"United States",Bachelors,"Asian or Asian American",85000,66000,75500
62a3777624a262602738997e,anonymous,2022-06-10,12:55:00,00:01:55,"Data Analyst",Yes,41000-65000,Tech,Python,3,5,4,4,4,4,"Neither easy nor difficult","Good Work/Life Balance",Male,50,Canada,Masters,"White or Caucasian",65000,41000,53000
62a377987dc029e2d66c638d,anonymous,2022-06-10,12:55:00,00:01:25,"Data Architect",Yes,66000-85000,Poultry,Python,7,7,8,9,10,10,"Neither easy nor difficult","Remote Work",Male,29,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a377f424a2626027389af3,anonymous,2022-06-10,12:57:00,00:03:54,"Data Analyst",Yes,0-40000,Telecommunication,R,2,8,7,6,5,6,"Neither easy nor difficult","Good Work/Life Balance",Male,41,Peru,Bachelors,"Hispanic or Latino",40000,0,20000
62a3784c0f8c8599d5af8fbc,anonymous,2022-06-10,12:58:00,00:01:54,"Data Integrity",No,0-40000,"Renewable Resources",R,1,7,7,1,4,10,"Neither easy nor difficult","Better Salary",Male,23,"United States",Bachelors,"White or Caucasian",40000,0,20000
62a37a43d8c00e9f541a4a7c,anonymous,2022-06-10,13:07:00,00:03:34,"Data Analyst",Yes,0-40000,Finance,Python,4,7,8,7,8,8,Difficult,"Better Salary",Male,31,Nigeria,Bachelors,Black,40000,0,20000
62a37a7818134ddc75cf0d4c,anonymous,2022-06-10,13:08:00,00:01:27,"Data Analyst",No,0-40000,Healthcare,Python,0,10,10,10,10,10,Difficult,"Better Salary",Male,22,Philippines,Masters,"Native Hawaiian or other Pacific Islander",40000,0,20000
62a37aa1cf255543173081e5,anonymous,2022-06-10,13:08:00,00:01:51,"Data Analyst",No,66000-85000,Finance,Python,3,5,5,5,3,3,"Very Difficult","Better Salary",Male,29,"United States",Bachelors,"Hispanic or Latino",85000,66000,75500
62a37ad924a2626027389f8a,anonymous,2022-06-10,13:09:00,00:02:04,"Data Scientist",Yes,0-40000,Tech,Python,4,4,4,0,0,6,Difficult,"Good Culture",Male,23,Malaysia,Bachelors,Indian,40000,0,20000
